object,otype,majaxis_arcmin,minaxis_arcmin
V* V2201 Ori,Or*,,
V* V2207 Ori,Or*,,
V* V2208 Oph,RR*,,
V* V2214 Oph,No*,,
V* V2221 Ori,Or*,,
V* V2225 Ori,Or*,,
V* V2228 Ori,Or*,,
V* V2230 Ori,Or*,,
V* V2232 Ori,Or*,,
V* V2237 Ori,Or*,,
V* V2238 Ori,Or*,,
V* V2241 Ori,Or*,,
V* V2243 Ori,Or*,,
V* V2254 Ori,Or*,0.0018333333,0.00033333333
V* V2257 Ori,Or*,,
V* V2260 Ori,Or*,0.81666666,0.81666666
V* V2274 Ori,Or*,,
V* V2279 Ori,Or*,0.0022,0.00175
V* V2280 Ori,Or*,,
V* V2289 Ori,Or*,,
V* V2291 Ori,Or*,,
V* V2300 Ori,Or*,,
V* V2301 Ori,Or*,,
V* V2304 Ori,Or*,,
V* V2311 Ori,Or*,,
V* V2314 Oph,dS*,,
V* V2314 Ori,Or*,,
V* V2316 Ori,Or*,,
V* V2318 Ori,TT*,,
V* V2335 Ori,Or*,,
V* V2342 Sgr,RV*,,
V* V2354 Ori,Or*,,
V* V2356 Ori,Or*,,
V* V2372 Ori,Or*,,
V* V2378 Ori,TT*,,
V* V2380 Ori,Or*,,
V* V2383 Ori,Or*,,
V* V2386 Ori,TT*,,
V* V2388 Ori,Or*,,
V* V2407 Ori,Or*,,
V* V2413 Ori,TT*,,
V* V2415 Ori,Or*,,
V* V2423 Ori,Or*,,
V* V2437 Ori,Or*,,
V* V2441 Ori,Or*,,
V* V2454 Ori,TT*,,
V* V2469 Ori,Or*,,
V* V2483 Ori,Or*,,
V* V2487 Ori,Or*,,
V* V2488 Ori,Or*,,
V* V2498 Ori,TT*,,
V* V2534 Ori,TT*,,
V* V2539 Ori,TT*,,
V* V2547 Oph,Mi*,,
V* V2550 Ori,Or*,,
V* V2551 Ori,TT*,,
V* V2560 Ori,Or*,,
V* V2574 Ori,TT*,,
V* V2583 Ori,Or*,,
V* V2586 Ori,TT*,,
V* V2590 Ori,Or*,,
V* V2591 Ori,TT*,,
V* V2616 Oph,LP*,,
V* V2616 Ori,Or*,,
V* V2619 Ori,Or*,,
V* V2625 Ori,Or*,,
V* V2632 Ori,Or*,,
V* V2653 Sgr,Mi*,,
V* V2656 Ori,Or*,,
V* V2675 Sgr,Mi*,,
V* V2681 Sgr,Mi*,,
V* V2736 Sgr,RR*,,
V* V339 Tau,HB*,,
V* V342 Cas,cC*,,
V* V348 Ori,Or*,,
V* V349 Pav,CV*,,
V* V349 Tau,PM*,,
V* V350 Lac,SB*,,
V* V351 Pup,No*,,
V* V353 Per,Be*,,
V* V354 Nor,Pu*,,
V* V355 Tau,Y*O,,
V* V357 Ori,TT*,,
V* V358 CMa,WR*,,
V* V358 Ori,Or*,,
V* V360 Cyg,RV*,,
V* V360 Ori,TT*,,
V* V362 Nor,LP?,,
V* V363 Aur,CV*,,
V* V366 Vel,BY*,,
V* V367 Vel,BY*,,
V* V369 Sct,dS*,,
V* V369 Vel,BY*,,
V* V370 And,AB*,,
V* V370 Tau,BY*,,
V* V371 Cep,EB*,,
V* V371 Ori,PM*,,
V* V371 Ser,Or*,,
V* V371 Tau,Y*O,,
V* V372 Tau,Y*O,,
V* V373 Ori,TT*,,
V* V379 Cep,SB*,,
V* V3792 Sgr,SB*,,
V* V381 Ori,Or*,,
V* V382 Tau,BY*,,
V* V383 Lac,BY*,,
V* V384 Ori,TT*,,
V* V384 Pup,s*r,,
V* V386 Aql,Mi*,,
V* V387 Ori,Or*,,
V* V3874 Sgr,Mi*,,
V* V389 Aur,RR*,,
V* V3897 Sgr,LP*,,
V* V392 Cep,Or*,,
V* V3929 Sgr,Sy*,,
V* V393 Ori,TT*,,
V* V396 Cyg,Ce*,,
V* V400 Car,bC*,,
V* V400 Per,No*,,
V* V403 Ori,Or*,,
V* V4032 Oph,WV*,,
V* V404 Vel,EB*,,
V* V4045 Sgr,a2*,,
V* V4050 Sgr,a2*,,
V* V4084 Sgr,RR*,,
V* V409 Tau,Or*,,
V* V410 Tau,Or*,,
V* V4116 Sgr,RR*,,
V* V412 Ori,Or*,,
V* V4130 Sgr,RR*,,
V* V4134 Sgr,LXB,,
V* V416 Ori,Or*,,
V* V417 Aql,SB*,,
V* V419 Cyg,Mi*,,
V* V419 Ori,TT*,,
V* V420 Ori,Or*,,
V* V4208 Sgr,RR*,,
V* V4212 Sgr,RR*,,
V* V4216 Sgr,RR*,,
V* V422 Aql,Mi*,,
V* V422 Per,s?r,,
V* V4225 Sgr,RR*,,
V* V4234 Sgr,RR*,,
V* V4237 Sgr,RR*,,
V* V424 Mon,TT*,,
V* V424 Ori,TT*,,
V* V4249 Sgr,RR*,,
V* V4270 Sgr,RR*,,
V* V4275 Sgr,RR*,,
V* V428 Ori,Or*,,
V* V4281 Sgr,RR*,,
V* V4284 Sgr,RR*,,
V* V4296 Sgr,RR*,,
V* V4302 Sgr,RR*,,
V* V4309 Sgr,RR*,,
V* V4313 Sgr,RR*,,
V* V4322 Sgr,RR*,,
V* V434 Tau,Y*O,,
V* V4343 Sgr,RR*,,
V* V4344 Sgr,RR*,,
V* V439 Per,s*r,,
V* V441 Per,s*r,,
V* V443 Tau,Em*,,
V* V447 Aql,C*,,
V* V450 Oph,Mi*,,
V* V451 Oph,SB*,,
V* V455 Cyg,EB*,,
V* V4588 Sgr,RR*,,
V* V4590 Sgr,RR*,,
V* V4593 Sgr,RR*,,
V* V4595 Sgr,RR*,,
V* V4596 Sgr,RR*,,
V* V460 Cyg,C*,,
V* V460 Tau,Er*,,
V* V4614 Sgr,RR*,,
V* V4619 Sgr,RR*,,
V* V462 Car,EB*,0.0067,0.0
V* V4626 Sgr,RR*,,
V* V467 Tau,Er*,,
V* V475 Tau,Y*O,,
V* V476 Cyg,No*,,
V* V476 Tau,Y*O,,
V* V477 Cyg,SB*,,
V* V477 Per,EB*,,
V* V484 Tau,PM*,,
V* V485 Cas,Em*,,
V* V487 Cep,Mi*,,
V* V488 Ori,Or*,,
V* V492 Aql,s*r,,
V* V492 Nor,EB*,,
V* V494 Ori,Or*,,
V* V500 Ori,TT*,,
V* V502 Ori,Or*,,
V* V506 Ori,Or*,,
V* V509 Cas,LP*,,
V* V512 Per,Or*,1.217,1.217
V* V513 Cas,CV*,,
V* V514 Tau,Y*O,,
V* V515 Ori,Y*O,,
V* V515 Per,Em*,,
V* V516 Per,Y*O,,
V* V518 Per,HXB,,
V* V525 Aur,Mi*,,
V* V528 Aur,Mi*,,
V* V535 Tau,Y*O,,
V* V539 Ara,SB*,,
V* V541 Ori,Or*,,
V* V543 Aql,Mi*,,
V* V545 Car,BY*,,
V* V549 Car,BY*,,
V* V556 Car,BY*,,
V* V5562 Sgr,EB*,,
V* V557 Ori,TT*,,
V* V558 Tau,Y*O,,
V* V560 Ori,Or*,,
V* V562 Car,BY*,,
V* V562 Ori,Or*,,
V* V566 Ori,Or*,,
V* V570 Ori,TT*,,
V* V571 Car,BY*,,
V* V571 Ori,TT*,,
V* V572 Car,SB*,,
V* V574 Ori,Or*,,
V* V577 Ori,Or*,,
V* V585 Ori,Or*,,
V* V591 Ori,Or*,,
V* V592 Pup,RS*,,
V* V595 Mon,Or*,,
V* V596 Pup,SB*,0.0067,0.0
V* V599 Ori,Or*,,
V* V601 Per,BY*,,
V* V603 Aql,No*,,
V* V607 Mon,TT*,,
V* V609 Mon,Or*,,
V* V616 Ara,EB*,,
V* V616 Per,EB*,,
V* V623 Aql,Mi*,,
V* V630 Sgr,No*,,
V* V630 Tau,PM*,,
V* V642 Mon,TT*,,
V* V645 Cyg,Ae*,,
V* V646 Tau,Y*O,,
V* V649 Ori,Or*,,
V* V658 Tau,PM*,,
V* V671 Per,Mi*,,
V* V677 Tau,BY*,,
V* V679 Oph,S*,,
V* V679 Tau,TT*,,
V* V688 Oph,RR*,,
V* V704 Cep,Mi*,,
V* V705 Cep,Mi*,,
V* V708 Cep,OH*,,
V* V710 Cas B,Or*,,
V* V710 CrA,Or*,0.16666667,0.13333334
V* V710 Tau,Or*,,
V* V710 Tau A,TT*,,
V* V710 Tau B,TT*,,
V* V712 Car,EB*,,
V* V721 CrA,Or*,0.25,0.21666667
V* V724 Oph,RR*,,
V* V725 Car,EB*,,
V* V738 Sgr,WV*,,
V* V760 Sco,SB*,,
V* V774 Ori,Or*,,
V* V778 Cas,s*r,,
V* V779 Cen,HXB,,
V* V789 Mon,RS?,,
V* V795 Her,CV*,,
V* V796 Tau,Y*O,,
V* V797 Ori,RS*,,
V* V800 Tau,Y*O,,
V* V801 Ara,LXB,,
V* V801 Ori,TT*,,
V* V803 Ori,TT*,,
V* V814 Tau,BY*,,
V* V815 Ori,Or*,,
V* V818 Sco,LXB,,
V* V821 Ara,LXB,,
V* V821 Cen,Pu*,,
V* V822 Cen,LXB,,
V* V825 Her,CV*,,
V* V826 Ori,Or*,,
V* V826 Tau,TT*,,
V* V827 Tau,TT*,,
V* V831 Car,EB*,,
V* V836 Cyg,SB*,,
V* V836 Tau,TT*,,
V* V841 Aql,No*,,
V* V841 Cen,RS*,,
V* V841 Oph,No*,,
V* V845 Ori,Or*,,
V* V850 Cen,HXB,,
V* V851 Ara,SB*,,
V* V855 Tau,Y*O,,
V* V856 Sco,Ae*,,
V* V861 Cas,Mi*,,
V* V865 Aql,S*,,
V* V866 Sco,TT*,,
V* V868 Cas,EB*,,
V* V873 Tau,PM*,,
V* V887 Oph,Mi*,,
V* V892 Tau,Ae*,0.6,0.6
V* V893 Aql,Mi*,,
V* V895 Cen,CV*,,
V* V897 Per,RS*,,
V* V901 Ori,V*,,
V* V906 Sco,SB*,,
V* V928 Tau,Or*,,
V* V932 Sgr,Mi*,,
V* V938 Ori,TT*,,
V* V941 Sgr,Mi*,,
V* V964 Sco,bC*,,
V* V982 Ori,Or*,,
V* V988 Ori,Or*,,
V* V989 Ori,Or*,,
V* V989 Tau,BY*,,
V* V992 Tau,PM*,,
V* V993 Tau,BY*,,
V* VV CrA,Or*,0.15,0.13333334
V* VV Ori,SB*,,
V* VW Aql,AB*,,
V* VW Cep,SB*,0.0117,0.0
V* VX Ari,PM*,,
V* VX Cas,Ae*,,
V* VX Her,RR*,,
V* VX Lyn,RR*,,
V* VX Sgr,s*r,,
V* VX UMi,gD*,,
V* VY Mon,Ae*,,
V* VY UMa,C*,,
V* VZ Cha,Or*,,
V* VZ Ori,TT*,,
V* W Aur,Mi*,,
V* W Cep,s*r,,
V* W Hya,Mi*,,
V* W LMi,Mi*,,
V* W Per,s*r,,
V* W Ser,SB*,,
V* W Vir,WV*,,
V* WW Cha,TT*,,
V* WX Ari,CV*,,
V* WX Cam,S*,,
V* WX Cen,WR*,,
V* WX Cyg,C*,,
V* WX Ori,TT*,,
V* WY And,LP*,,
V* WY Cam,S*,,
V* WY Gem,s*r,,
V* WY Lyn,EB*,,
V* WZ Sge,CV*,,
V* X Ari,RR*,,
V* X Cyg,cC*,,
V* X Her,AB*,,
V* X Leo,CV*,,
V* X Mon,Mi*,,
V* X Ser,No*,,
V* XX Sco,Mi*,,
V* XX Tau,No*,,
V* XZ Pic,SB*,,
V* XZ Tau,Or*,,
V* Y CVn,C*,,
V* Y Cam,SB*,,
V* Y Cyg,SB*,,
V* Y Tau,C*,,
V* Y Tri,s*b,,
V* YY Gem,SB*,,
V* YY Men,*,,
V* YZ CMi,PM*,,
V* Z CMa,Ae*,,
V* Z CVn,RR*,,
V* Z Her,RS*,,
V* Z Sco,Mi*,,
V* Z Sge,Mi*,,
V* ZZ Leo,AB*,,
V* ZZ Tau,Or*,19.8,7.8
VB  8,LM*,,
VCC 1512,GiC,0.60406,0.449541
VDBG  89,G,,
VDBG 114,G,,
VDBG 168,G,,
VGHC 2-98,HII,,
VHK 31,Ce*,,
VLSS J1917.3+1706,,,
VLSS J1959.8+2648,,,
VSOP J2129+0733,rG,,
VSS   II-107,*,,
VSS   II-111,*,,
VSS   II-151,*,,
VSS   II-22,**,,
VSS   II-28,Y*O,,
VSS   II-32,*,,
VSS   II-38,*,,
VSS   II-4,*,,
VSS   II-40,*,,
VSS   II-48,*,,
VSS   II-55,*,,
VSS   II-60,PM*,,
VSS   II-64,PM*,,
VSS   II-71,*,,
VSS   II-8,*,,
VSS   II-85,*,,
VSS   II-88,PM*,,
VSS   II-96,*,,
VSS   II-99,*,,
VSS   VI-28,*,,
VSS VIII-13,*,,
VSS VIII-15,*,,
VSS VIII-19,*,,
VSS VIII-25,*,,
VSS VIII-33,*,,
VSS VIII-44,*,,
VSS VIII-46,SB*,,
VSS VIII-47,*,,
VSS VIII-6,*,,
VSS VIII-7,*,,
VSS VIII-73,*,,
VSS VIII-84,*,,
VSS VIII-86,*,,
VSSG   8,TT*,,
VSSG  10,Or*,,
VSSG  11,TT*,,
VSST 12,IR,,
VSST 16,*,,
VV  150b,G,0.59786,0.484207
VV  204,SyG,0.389,0.389
VV  415,Sy1,0.687,0.439
VV  518,G,,
VV  790b,bCG,0.227,0.168
VXR HRI  6,*,,
VXR PSPC  1,X,,
VXR PSPC 22,X,,
VXR PSPC 28,X,,
VXR PSPC 29,X,,
VXR PSPC 37,X,,
VXR PSPC 37a,**,,
VXR PSPC 54,X,,
VXR PSPC 58,X,,
VXR PSPC 76,X,,
VXR PSPC 77,X,,
VdBH 27b,*,,
VdBH 33d,RNe,,
VdBH 53b,*,,
VdBH 55,RNe,,
VdBH 65a,*,,
VdBH 73,RNe,,
VdBH 86,RNe,3.2,2.1
VdBH 86c,*,,
VdBH 88a,*,,
Ve 2-48,Or*,,
Ve 6-15,WR*,,
Ve 6-24,Em*,,
W 3,MoC,,
W 30,SNR,45.0,45.0
W 31,SFR,,
W 49,SFR,,
W 49a,SFR,3.4,3.4
W 49b,SNR,4.0,3.0
W 49n,HII,,
W 51,SNR,30.0,30.0
W 51a,HII,,
W 51e1,HII,0.017333332,0.017166667
W 58c3,Rad,,
W61  6-12,LP?,,
W61  7-13,SB*,,
W61  7-16,*,,
WBHA 51,Em*,,
WBL   9,GrG,,
WBP  14,C*,,
WBP  30,C*,,
WBP  35,C*,,
WBP  48,Mi*,,
WBP  74,Mi*,,
WBP  94,LP*,,
WBP 103,C*,,
WBP 116,S*,,
WBP 126,Mi*,,
WBP 148,Mi*,,
WDG 8,s*b,,
WG   2,WD*,,
WG  22,WD*,,
WHHW 0519.7-7107,X,,
WHHW 0522.5-6759,X,,
WHHW 0522.6-6801,X,,
WHHW 0532.3-6742,X,,
WHHW 0538.0-6932,X,,
WHHW 0538.9-6914,X,,
WHHW 0539.2-6904,X,,
WHHW 0539.4-6859,X,,
WHHW 0539.8-6907,X,,
WHHW 0541.0-6859,X,,
WHHW 0543.9-6934,X,,
WHHW 0553.0-6953,X,,
WISE J043948.43+260250.1,MIR,,
WISE J121857.50+471814.5,Sy1,,
WK81 1,TT*,,
WL  9,Y*O,,
WL 14,Or*,,
WL 18,TT*,0.4,0.0
WL 22,TT*,0.0582,0.031783335
WLY 1-42,IR,,
WLY 1-54,*,,
WLY 1-55,IR,,
WLY 1-62,IR,,
WLY 2-5,*,,
WLY 2-53,TT*,,
WLY 2-69,Y*O,,
WOH G  72,C*,,
WORC  52,C*,,
WORC 131,C*,,
WORC 143,C*,,
WORC 193,C*,,
WORC 210,C*,,
WORC 283,C*,,
WORC 286,C*,,
WR  20b,WR*,,
WR  42b,WR*,,
WR  42c,WR*,,
WR  42d,WR*,,
WR  56,WR*,,
WR 102aa,WR*,,
WR 102bb,WR*,,
WR 126,WR*,,
WR 149,WR*,,
WRAY 15-1061,Em*,,
WRAY 15-1391,Em*,,
WRAY 15-1500,Em*,,
WRAY 15-1581,WR*,,
WRAY 15-1600,WR*,,
WRAY 15-1666,WR*,,
WRAY 15-187,Or*,,
WRAY 15-322,Em*,,
WRAY 15-327,EB*,,
WRAY 15-371,Em*,,
WRAY 15-372,Em*,,
WRAY 15-386,Em*,,
WRAY 15-390,Em*,,
WRAY 15-682,WR*,,
WRAY 15-975,Em*,,
WRAY 15-986,Em*,,
WRAY 16-100,PN,0.048803333,0.047897
WRAY 16-111,PN,,
WRAY 16-141,Sy*,,
WRAY 16-144,PN,0.33333334,0.33333334
WRAY 16-151,PN,0.167,0.167
WRAY 16-156,PN,0.2,0.2
WRAY 16-159,PN,0.61,0.61
WRAY 16-162,PN,0.05368367,0.051453665
WRAY 16-181,PN,0.083333336,0.083333336
WRAY 16-203,Or*,,
WRAY 16-217,PN,0.05,0.05
WRAY 16-56,Sy*,,
WRAY 16-88,PN,0.05,0.05
WRAY 16-98,PN,0.083333336,0.083333336
WRAY 18-42,C*,,
WSB 11,TT*,,
WSB 75,Y*O,,
WSRTGP 1907+1057A,,,
WSRTGP 1910+1010,,,
WSRTGP 1911+1131,,,
WSRTGP 1912+1014A,,,
WSRTGP 1913+1637,,,
WSRTGP 1915+0918,,,
WSRTGP 1915+1359A,,,
WSRTGP 1915+1419,,,
WSRTGP 1915+1529,,,
WSRTGP 1918+1345,,,
WSRTGP 1919+1221,,,
WSRTGP 1919+1229,,,
WSRTGP 1919+1747,,,
WSRTGP 1920+1009,,,
WSRTGP 1921+1047,,,
WSRTGP 1922+1419,,,
WSRTGP 1924+1812,,,
WSRTGP 1925+1954,,,
WSRTGP 1925+2111,Rad,,
WSRTGP 1926+1724,,,
WSRTGP 1930+1845,,,
WSRTGP 1932+2011,,,
WSRTGP 1932+2318,,,
WSRTGP 1933+2051B,,,
WSRTGP 1933+2232,,,
WSRTGP 1934+2037,,,
WSRTGP 1934+2127,,,
WSRTGP 1934+2229,,,
WSRTGP 1935+2106,,,
WSRTGP 1937+1945B,,,
WSRTGP 1937+1949,,,
WSRTGP 1937+2023,,,
WSRTGP 1937+2057,,,
WSRTGP 1938+2119,,,
WSRTGP 1938+2137A,,,
WSRTGP 1938+2206,,,
WSRTGP 1939+2252,,,
WSRTGP 1940+2221,,,
WSRTGP 1941+2124,,,
WSRTGP 1941+2337A,,,
WSRTGP 1942+2412,,,
WSRTGP 1943+2322,,,
WSRTGP 1943+2415,,,
WSRTGP 1944+2504B,,,
WSRTGP 1944+2651,,,
WSRTGP 1945+2603,,,
WSRTGP 1946+2357,,,
WSRTGP 1946+2403,,,
WSRTGP 1947+2506,,,
WSRTGP 1948+2557,,,
WSRTGP 1950+2449,,,
WSRTGP 1950+2600,,,
WSRTGP 1950+2719,,,
WSRTGP 1950+2727,,,
WSRTGP 1951+2701,,,
WSRTGP 1952+2847A,,,
WSRTGP 1952+2857,,,
WSRTGP 1953+2505,,,
WSRTGP 1953+2546,,,
WSRTGP 1953+2733,,,
WSRTGP 1954+3025,,,
WSRTGP 1954+3113,,,
WSRTGP 1955+2747,,,
WSRTGP 1955+3020,,,
WSRTGP 1956+2846,,,
WSRTGP 1956+2944,,,
WSRTGP 1956+3039,,,
WSRTGP 1957+2616B,,,
WSRTGP 1957+3142,,,
WSRTGP 1958+2843,,,
WSRTGP 1959+2825,,,
WSRTGP 1959+2848,,,
WSRTGP 1959+2941,,,
WSRTGP 2000+2946A,,,
WSRTGP 2001+2803A,,,
WSRTGP 2001+2936,,,
WSRTGP 2002+3011,,,
WSRTGP 2003+3228B,,,
WSRTGP 2003+3246,,,
WSRTGP 2004+2802,,,
WSRTGP 2004+2935,,,
WSRTGP 2004+3242,,,
WSRTGP 2005+3040,,,
WSRTGP 2005+3140,,,
WSRTGP 2005+3237,,,
WSRTGP 2006+3338,,,
WSRTGP 2007+3052,,,
WSRTGP 2009+3626,,,
WSRTGP 2011+3116A,,,
WSRTGP 2011+3117,,,
WSRTGP 2013+3443,,,
WSRTGP 2013+3638,,,
WSRTGP 2013+3651B,,,
WSRTGP 2013+3808,,,
WSRTGP 2015+3641,Rad,,
WSRTGP 2016+3527,,,
WSRTGP 2017+3522,,,
WSRTGP 2017+3558,,,
WSRTGP 2018+3521,,,
WSRTGP 2018+3606,,,
WSRTGP 2018+3637,,,
WSRTGP 2019+3546,,,
WSRTGP 2020+3651,,,
WSRTGP 2020+3745,,,
WSRTGP 2021+3740,,,
WSRTGP 2022+3823,,,
WSRTGP 2022+3922,,,
WSRTGP 2025+3518,,,
WSRTGP 2025+3749,,,
WSRTGP 2026+3757,,,
WSRTGP 2027+3925,,,
WSRTGP 2027+4011,,,
WSRTGP 2029+4128,,,
WSRTGP 2030+3759,,,
WSRTGP 2033+3844,,,
WSRTGP 2034+3741,,,
WSRTGP 2034+4035,,,
WSRTGP 2036+3905,,,
WSRTGP 2036+4141,,,
WSRTGP 2036+4302,,,
WSRTGP 2038+4039,,,
WSRTGP 2040+4251,,,
WSRTGP 2042+4244,,,
WSRTGP 2042+4418,,,
WSRTGP 2043+4053,,,
WSRTGP 2043+4612,,,
WSRTGP 2044+4335,,,
WSRTGP 2044+4623,,,
WSRTGP 2045+4154,,,
WSRTGP 2045+4248,,,
WSRTGP 2047+4323,,,
WSRTGP 2048+4213,,,
WSRTGP 2048+4445,,,
WSRTGP 2048+4525,,,
WSRTGP 2048+4532,,,
WSRTGP 2049+4331,,,
WSRTGP 2049+4455,,,
WSRTGP 2050+4425,,,
WSRTGP 2051+4646,,,
WSRTGP 2053+4302,,,
WSRTGP 2053+4549,,,
WSRTGP 2053+4617,,,
WSRTGP 2054+4437,,,
WSRTGP 2055+4249,,,
WSRTGP 2055+4643,,,
WSRTGP 2058+4656,,,
WSRTGP 2058+4707,,,
WSRTGP 2059+4602,,,
WSRTGP 2059+4631,,,
WSRTGP 2100+4641,,,
WSRTGP 2101+4545,,,
WSRTGP 2102+4356,,,
WSRTGP 2103+4724,,,
WSRTGP 2106+4629,,,
WSRTGP 2110+4705,,,
WSRTGP 2113+4718,,,
WSRTGP 2114+4607,,,
WSRTGP 2114+4757,,,
WSRTGP 2114+4858,,,
WSRTGP 2118+4832,,,
WSTB 22W49,Rad,,
WSTB 37W103,Rad,,
WSTB 37W133,Rad,,
WSTB 37W143,Rad,,
WSTB 37W166,Rad,,
WSTB 37W325,Rad,,
WSTB 37W87,SNR,0.4,0.3
WSTB 37W89,Rad,,
WSTB 37W93,Rad,,
WSTB 54W61,Rad,,
WW 14,X,,
Wa Oph 1,Or*,,
Was  16,EmG,,
Was  54,EmG,,
Was  59,EmG,,
Wolf   28,WD*,,
Wolf   33,PM*,,
Wolf  424,**,,
Wolf  489,WD*,,
Wolf  922,**,,
Wolf 1456,Em*,,
Wolf 1516,WD*,,
X LMC X-1,HXB,1.4,1.4
X LMC X-4,HXB,,
X Nor X-1,LXB,,
X Oph X-2,X,,
X Sgr X-1,LXB,,
X Sgr X-4,LXB,,
XMMU J013244.9+303912,*,,
XMMU J013433.6+310021,HII,,
XTE J1901+014,XB*,,
YLW  1,IR,,
YLW  1C,Or*,,
YLW 10A,TT*,,
YLW 10C,Y*O,,
YLW 12A,Y*O,,
YLW 13B,Y*O,,
YLW 15,Y*O,0.060666665,0.033
YLW 16,IR,,
YLW 18,TT*,,
YLW 37,TT*,1.5,1.0
YLW 45,Y*O,0.3,0.3
YLW 47,TT*,2.5,0.0
YSO CB054YC1,*,,
YYG A1,G,,
Z   8-61,G,0.566607,0.294862
Z  12-38,G,0.52448,0.322241
Z  12-54,AG?,0.62736,0.554084
Z  13-56,GiG,0.7188,0.461398
Z  14-54,LSB,0.662773,0.49814
Z  18-35,rG,0.61015,0.570185
Z  29-27,G,0.38,0.274
Z  30-12,AG?,,
Z  31-17,G,0.82216,0.615962
Z  40-36,AG?,1.0345,0.369835
Z  41-74,AG?,0.687813,0.298167
Z  42-108,GiG,1.60172,1.30059
Z  43-130,G,0.44192,0.385929
Z  47-107,Sy1,0.49982,0.454236
Z  49-57,rG,0.68973,0.445497
Z  50-32,G,0.31,0.248
Z  55-18,GiG,0.373,0.358
Z  56-10,AG?,0.39,0.257
Z  58-19,G,0.42,0.193
Z  58-44,G,0.52517,0.429011
Z  58-57,G,0.576703,0.438756
Z  64-73,G,11.4667,11.4667
Z  83-11,AG?,0.60082,0.516946
Z  84-29,AG?,0.823,0.412
Z  87-22,rG,1.11794,0.803466
Z  94-70,G,0.729277,0.622511
Z 112-65,AG?,0.777103,0.326306
Z 113-11,AG?,0.979353,0.808456
Z 114-15,AG?,0.65,0.208
Z 114-6,AG?,0.713,0.214
Z 117-42,AG?,0.828053,0.434231
Z 117-45,AG?,0.85494,0.390879
Z 117-49,G,0.709217,0.64872
Z 118-49,AG?,0.575073,0.363849
Z 118-7,G,0.504677,0.433568
Z 126-111,G,6.1333,6.1333
Z 127-92,rG,0.79105,0.751814
Z 139-41,AG?,0.548287,0.350574
Z 140-18,AG?,0.923687,0.270548
Z 140-48,AG?,0.832247,0.373928
Z 143-17,AG?,0.743,0.178
Z 143-7,AG?,0.703,0.211
Z 148-68,AG?,0.90438,0.387708
Z 148-95,G,0.65209,0.54593
Z 160-106,EmG,0.680257,0.461622
Z 160-114,LIN,1.03668,0.298667
Z 160-127,EmG,0.60212,0.415282
Z 160-82,EmG,0.38294,0.334958
Z 162-10,LIN,1.16071,0.876217
Z 164-19,Sy2,0.283,0.249
Z 170-3,G,0.822733,0.454149
Z 172-26,AG?,0.84473,0.431488
Z 172-30,G,0.477,0.353
Z 178-7,GiG,0.89019,0.537586
Z 181-63,AG?,0.746813,0.486848
Z 182-14,AG?,0.823767,0.301581
Z 191-68,G,0.559263,0.447746
Z 197-39,G,0.831223,0.690248
Z 200-2,AG?,0.48,0.365
Z 201-21,AG?,0.733887,0.224863
Z 204-23,AG?,0.594187,0.458593
Z 204-26,AG?,0.961387,0.512804
Z 205-13,AG?,0.725313,0.394498
Z 205-29,AG?,0.736227,0.477885
Z 214-21,G,0.55241,0.263444
Z 222-6,G,0.473947,0.409111
Z 224-27,GiG,0.903607,0.691801
Z 224-55,LIN,1.13238,0.41264
Z 224-61,GiG,0.913273,0.466409
Z 230-26,AG?,0.707,0.509
Z 248-34,G,0.81787,0.673925
Z 289-26,AG?,0.72204,0.363258
Z 378-15,AGN,0.955263,0.449451
Z 385-122,EmG,0.626763,0.32786
Z 385-129,GiG,0.607823,0.473616
Z 385-135,EmG,0.762893,0.238633
Z 385-95,Sy2,1.14078,0.449924
Z 388-48,Sy2,0.967173,0.559413
Z 397-5,AG?,0.577,0.542
Z 413-30,GiG,0.744583,0.583232
Z 436-12,LIN,1.04783,0.873369
Z 468-2,Sy2,0.627,0.414
Z 469-5,AG?,0.53,0.445
Z 476-30,G,0.616293,0.342289
Z 479-45,rG,1.37135,1.10311
Z 480-14,EmG,0.551337,0.362504
Z 496-39,G,0.536037,0.528264
Z 496-49,G,0.90194,0.71136
Z 498-44,G,0.702593,0.433008
Z 501-50,G,0.26,0.177
Z 501-51,AG?,0.547,0.35
ZH  57,GiC,,
ZHT AN  7,Cl*,0.35,0.3
ZHT AN  9,Cl*,,
ZHT SP  6,Cl*,,
ZTF J064655.47+011914.6,RS*,,
ZW  III  35,Sy2,0.307,0.202
ZW  VII  31,rG,0.263,0.242
ZwCl 0018+2214,ClG,,
ZwCl 0024+1652,ClG,4.55,4.55
ZwCl 0335+0956,ClG,3.5,3.5
ZwCl 0839+2937,ClG,,
ZwCl 1305+2941,ClG,7.33,7.33
ZwCl 1358+6245,ClG,,
ZwCl 1400+0949,ClG,,
ZwCl 1455+2232,ClG,2.0,2.0
ZwCl 1754+6807,ClG,,
[A61]  4,ClG,,
[A61]  8,ClG,,
[A64] Red +04   8,*,,
[A64] Red -02   3,LP?,,
[A77b] G2,G,,
[A81] 000324-3624C,G,,
[A81] 004106-5029B,G,,
[A81] 004948-2737A,G,,
[A81] 015222-5657N,G,,
[A81] 021925-2727,G,,
[A81] 031407-6312,G,,
[A81] 035922-6749SE,G,,
[A81] 090711-7539,G,,
[A81] 090711-7539SW,G,,
[A81] 203813-3242,G,,
[A81] 234106-3214B,G,,
